rank	taxon	taxon_label	metabolite	metabolite_label	metabolite_platform	metabolite_display_name	metabolite_annotation	annotation_status	taxon_effect_direction	metabolite_effect_direction	taxon_fdr	metabolite_fdr	spearman_rho	correlation_fdr	adjusted_spearman_rho	adjusted_correlation_fdr	spls_component	spls_loading	prevalence	missingness	biological_note	overall_score	taxon_effect_size	metabolite_effect_size	taxon_best_comparison	metabolite_best_comparison	metabolite_key_full	metabolite_key_without_platform	annotation_id_raw.x	c18n_annotation_by_full_id	annotation_id_raw.y	c18n_annotation_by_qi_id
40	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	Akkermansia	C18n_QI11958	C18n QI11958	C18N	C18n QI11958	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.583347516910695	5.2562606465987e-4	-0.3594982266659848	0.00909764890515075	-0.3764896391184942	0.00689669243479704	comp1|comp2	0.12322158359303167	0.34974093264248707	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.4361481334622756	0.0283445045277016	6.96517848724517	IBD_vs_non_IBD	UC_vs_non_IBD	C18N_QI11958	QI11958	NA	NA	NA	NA
41	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI2228	C18n QI2228	C18N	C18n QI2228	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.717792101678811	0.00160342277663911	-0.39642256644213386	0.0040599314844732	-0.3995685581031237	0.00313907665706039	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.4339246522092713	0.037346719580817	3.62649055639007	CD_vs_UC	UC_vs_non_IBD	C18N_QI2228	QI2228	NA	NA	NA	NA
42	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	Acidaminococcus	C18n_QI4874	C18n QI4874	C18N	C18n QI4874	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	0.00102851179914872	0.4281126493427176	0.00155973726739673	0.3941684162742155	0.00399651053588167	comp2|comp2	0.4107413328026332	0.16062176165803108	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.43243638478576174	0.0134818654972049	4.31290504268445	CD_vs_non_IBD	IBD_vs_non_IBD	C18N_QI4874	QI4874	NA	NA	NA	NA
43	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	C18n_QI7515	C18n QI7515	C18N	C18n QI7515	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	1.04664968135684e-5	0.32253349194979763	0.02160047682282377	0.3081795562927638	0.02655668815234329	comp1|comp1;comp2	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.42901003478611943	0.00310020507313553	7.06215984501514	CD_vs_UC	UC_vs_non_IBD	C18N_QI7515	QI7515	NA	NA	NA	NA
44	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	HILp_QI3766	HILp QI3766	HILP	HILp QI3766	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	0.00172315914430449	0.39277420692515025	0.00437097432429134	0.40546340452000823	0.00267017005595269	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.4261295987407217	0.037346719580817	3.49616298994466	CD_vs_UC	UC_vs_non_IBD	HILP_QI3766	QI3766	NA	NA	NA	NA
45	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	Escherichia	C8p_QI21618	C8p QI21618	C8P	C8p QI21618	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	8.2423756791303e-4	0.3741715250286305	0.00648087493465811	0.3631711884429464	0.0081642879647511	comp2|comp2	0.35856001691906686	0.7253886010362695	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.4245131376518527	0.0157595139323935	6.48796511724109	CD_vs_non_IBD	IBD_vs_non_IBD	C8P_QI21618	QI21618	NA	NA	NA	NA
46	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI736	C18n QI736	C18N	C18n QI736	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	0.00170830219264702	0.3803649181007671	0.00582133318510881	0.3768297739995852	0.00689669243479704	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.42426792447419664	0.037346719580817	4.59983679234015	CD_vs_UC	UC_vs_non_IBD	C18N_QI736	QI736	NA	NA	NA	NA
47	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI846	C18n QI846	C18N	C18n QI846	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	9.8144331333198e-4	-0.39599408044002377	0.0040599314844732	-0.3906902004785264	0.00446853105227554	comp1|metabolite_not_selected	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.42123032824374235	2.9609580665565e-4	6.72703296716877	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI846	QI846	NA	NA	NA	NA
48	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	HILp_QI15737	HILp QI15737	HILP	HILp QI15737	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	5.3215086614179e-4	-0.3284071821581533	0.0194168444399668	-0.32527569405113343	0.01922493554946426	comp1|comp1	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.4171493186121131	2.9609580665565e-4	11.2818250947765	CD_vs_non_IBD	UC_vs_non_IBD	HILP_QI15737	QI15737	NA	NA	NA	NA
49	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI7436	C18n QI7436	C18N	C18n QI7436	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	8.2423756791303e-4	-0.3661740132245422	0.00794639071782347	-0.36714242554658943	0.00759976677621061	comp1|comp2	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.4138075744786002	2.9609580665565e-4	8.48693420336124	CD_vs_non_IBD	IBD_vs_non_IBD	C18N_QI7436	QI7436	NA	NA	NA	NA
50	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	Ruminococcus	C18n_QI1872	C18n QI1872	C18N	C18n QI1872	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.424542790188377	0.00230268802649599	0.3433149581894436	0.01325654313554327	0.3524692416460913	0.01052296868037991	comp2|comp2	0.8403716713400516	0.6010362694300518	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.41314243220629154	0.0149179913005334	4.45121977306494	IBD_vs_non_IBD	UC_vs_non_IBD	C18N_QI1872	QI1872	NA	NA	NA	NA
51	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	Alistipes	C18n_QI1872	C18n QI1872	C18N	C18n QI1872	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.583347516910695	0.00230268802649599	0.37404001051579655	0.00648087493465811	0.3533158492672683	0.01052296868037991	taxon_not_selected|comp2	0.0379320193910448	0.7849740932642487	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.4120715593190288	0.0396156796527869	4.45121977306494	IBD_vs_non_IBD	UC_vs_non_IBD	C18N_QI1872	QI1872	NA	NA	NA	NA
52	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI2086	C18n QI2086	C18N	C18n QI2086	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	0.00166079509390172	0.37511500911127726	0.00648087493465811	0.3654062964098329	0.00785852462251166	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.4112970273805674	0.037346719580817	4.33034141304211	CD_vs_UC	UC_vs_non_IBD	C18N_QI2086	QI2086	NA	NA	NA	NA
53	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	Alistipes	C18n_QI2095	C18n QI2095	C18N	C18n QI2095	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.583347516910695	0.00179591153622679	0.32980748805993965	0.01904795446961762	0.33946074102475626	0.01471611971636496	taxon_not_selected|metabolite_not_selected	0	0.7849740932642487	0	Disease-associated metabolite paired with correlated microbial feature; candidate for downstream biological interpretation.	0.403572578884853	0.0396156796527869	7.35043317859834	IBD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2095	QI2095	NA	NA	NA	NA
54	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	HILp_QI3816	HILp QI3816	HILP	HILp QI3816	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	5.7839196363683e-4	0.33375492432096204	0.01675398266861973	0.3253680281982168	0.01922493554946426	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3982693833991262	0.037346719580817	5.51105539285546	CD_vs_UC	UC_vs_non_IBD	HILP_QI3816	QI3816	NA	NA	NA	NA
55	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	C18n_QI2095	C18n QI2095	C18N	C18n QI2095	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.735725175417784	0.00179591153622679	0.3724724155849567	0.00680026129107837	0.3881996197241981	0.00490727652368379	comp1|metabolite_not_selected	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.39821567884089143	0.00458844989895571	7.35043317859834	CD_vs_UC	UC_vs_non_IBD	C18N_QI2095	QI2095	NA	NA	NA	NA
56	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI903	C18n QI903	C18N	C18n QI903	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	0.00232352673062016	0.35157273629366664	0.01135923703964894	0.3542669093186307	0.01045739724892228	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3978015132429505	0.037346719580817	5.96439632505417	CD_vs_UC	UC_vs_non_IBD	C18N_QI903	QI903	NA	NA	NA	NA
57	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	C18n_QI7436	C18n QI7436	C18N	C18n QI7436	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.735725175417784	8.2423756791303e-4	-0.3480421706388789	0.01237513607262365	-0.32867430634419886	0.01856259587970533	comp1|comp2	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.39491567831962593	0.00458844989895571	8.48693420336124	CD_vs_UC	IBD_vs_non_IBD	C18N_QI7436	QI7436	NA	NA	NA	NA
58	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	Akkermansia	C8p_QI8001	C8p QI8001	C8P	C8p QI8001	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	higher_in_case_group	0.583347516910695	5.9282692139002e-4	-0.3094034113047833	0.0267127187399874	-0.3338577682078194	0.01727351144966433	comp1|metabolite_not_selected	0.12322158359303167	0.34974093264248707	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3911450930940649	0.0283445045277016	8.70272698931009	IBD_vs_non_IBD	UC_vs_non_IBD	C8P_QI8001	QI8001	NA	NA	NA	NA
59	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	Coprobacillus	C8p_QI21618	C8p QI21618	C8P	C8p QI21618	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	8.2423756791303e-4	0.38900478297914454	0.00471570354151281	0.39109427335185154	0.00446853105227554	comp1;comp2|comp2	0.35856001691906686	0.27202072538860106	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.38980912850124527	0.003770206224345	6.48796511724109	CD_vs_non_IBD	IBD_vs_non_IBD	C8P_QI21618	QI21618	NA	NA	NA	NA
60	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI2320	C18n QI2320	C18N	C18n QI2320	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.701708227496494	0.00126690465077861	0.41577115112083635	0.00223160131160323	0.4235500361435536	0.00162329724981926	comp1|metabolite_not_selected	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3857905110368135	2.9609580665565e-4	3.15181561885418	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2320	QI2320	NA	NA	NA	NA
61	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	HILn_QI1594	HILn QI1594	NA	HILn QI1594	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	8.4371353084536e-4	0.32255857350196965	0.02160047682282377	0.3283018867924528	0.01856259587970533	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3845123633085615	0.037346719580817	6.10292463983173	CD_vs_UC	UC_vs_non_IBD	HILN_QI1594	HILN_QI1594	NA	NA	NA	NA
62	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	Alistipes	C18n_QI2966	C18n QI2966	C18N	C18n QI2966	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.583347516910695	5.5556770370696e-4	0.33658349875005583	0.01584668054524148	0.32649380742037826	0.0188289016146332	taxon_not_selected|comp1	0.0560433463898042	0.7849740932642487	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3837760507828759	0.0396156796527869	3.73738629291833	IBD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2966	QI2966	NA	NA	NA	NA
63	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	Klebsiella	C18n_QI4874	C18n QI4874	C18N	C18n QI4874	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	0.00102851179914872	0.4180661232065873	0.00208670652350607	0.41028432224857847	0.00241503152718598	comp2|comp2	0.4107413328026332	0.16580310880829016	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3835311009257025	0.00121730665105262	4.31290504268445	CD_vs_non_IBD	IBD_vs_non_IBD	C18N_QI4874	QI4874	NA	NA	NA	NA
64	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI2402	C18n QI2402	C18N	C18n QI2402	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	3.0373636464067e-4	-0.30668065086240176	0.02769351620066785	-0.3041062546577028	0.02836875260730378	comp1|comp1	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3830373305788805	2.9609580665565e-4	10.1965262837166	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2402	QI2402	NA	NA	NA	NA
65	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	C18n_QI3682	C18n QI3682	C18N	C18n QI3682	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.735725175417784	0.00202663071745311	0.3857208759692737	0.00496015472134574	0.38040585964913054	0.00625677909357263	comp1|metabolite_not_selected	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3829636214333117	0.00458844989895571	5.77649095042478	CD_vs_UC	UC_vs_non_IBD	C18N_QI3682	QI3682	NA	NA	NA	NA
66	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	Odoribacter	C18n_QI413	C18n QI413	C18N	C18n QI413	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.735725175417784	9.3059744360713e-4	0.3958724680790783	0.0040599314844732	0.4000157245987979	0.00313907665706039	comp1|comp2	0.5918950229345374	0.5207253886010362	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3809258649143275	0.00458844989895571	3.59113595417353	CD_vs_UC	UC_vs_non_IBD	C18N_QI413	QI413	NA	NA	NA	NA
67	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	Coprobacillus	C18n_QI8815	C18n QI8815	C18N	C18n QI8815	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	3.8602095632555e-4	0.3631618369332043	0.00871648502716816	0.3615280945469624	0.00854176707673884	comp1;comp2|comp1	0.3042411912797897	0.27202072538860106	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.38027492048454226	0.003770206224345	7.43332711149582	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI8815	QI8815	NA	NA	NA	NA
68	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	Barnesiella	HILp_QI15737	HILp QI15737	HILP	HILp QI15737	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	higher_in_case_group	0.583347516910695	5.3215086614179e-4	-0.30845757739360513	0.0270239741595067	-0.295781555559308	0.03257168462004901	comp2|comp1	0.1557792853928369	0.3238341968911917	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.37847860378498294	0.00984543875213202	11.2818250947765	IBD_vs_non_IBD	UC_vs_non_IBD	HILP_QI15737	QI15737	NA	NA	NA	NA
69	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	Coprobacillus	C18n_QI7515	C18n QI7515	C18N	C18n QI7515	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	1.04664968135684e-5	0.30935701160432433	0.0267127187399874	0.3217292141820443	0.02057484035515739	comp1;comp2|comp1;comp2	0.1563516687803019	0.27202072538860106	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3765071377630439	0.003770206224345	7.06215984501514	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI7515	QI7515	NA	NA	NA	NA
70	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	Bilophila	C18n_QI7436	C18n QI7436	C18N	C18n QI7436	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.698385791095503	8.2423756791303e-4	-0.3445361278505756	0.01271098482904428	-0.3526831823585211	0.01052296868037991	comp1|comp2	0.3818880508384323	0.5880829015544041	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3740620342449946	0.00276497352952435	8.48693420336124	IBD_vs_non_IBD	IBD_vs_non_IBD	C18N_QI7436	QI7436	NA	NA	NA	NA
71	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI2448	C18n QI2448	C18N	C18n QI2448	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	8.411507227375e-4	0.3309687769805904	0.0186276710836308	0.3518971594443292	0.01052808735896936	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.37209826563401016	0.037346719580817	4.60045925413048	CD_vs_UC	UC_vs_non_IBD	C18N_QI2448	QI2448	NA	NA	NA	NA
72	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	HILn_QI26736	HILn QI26736	NA	HILn QI26736	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	lower_in_case_group	0.717792101678811	0.00232132680087825	-0.35543701874399364	0.01060917856012209	-0.36912900111636143	0.00732882661751901	comp1|comp1	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3717106151671004	0.037346719580817	4.10331135148931	CD_vs_UC	UC_vs_non_IBD	HILN_QI26736	HILN_QI26736	NA	NA	NA	NA
73	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI2042	C18n QI2042	C18N	C18n QI2042	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	0.00121214811021352	-0.3610628296084958	0.008966146793317	-0.3713921812904507	0.00693151495531549	comp1|comp1	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3707249136268575	2.9609580665565e-4	7.01306308725204	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2042	QI2042	NA	NA	NA	NA
74	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI2917	C18n QI2917	C18N	C18n QI2917	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.717792101678811	5.7839196363683e-4	-0.32264061113468434	0.02160047682282377	-0.30392184363908187	0.02836875260730378	comp1|comp1	0.3113893732032026	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3698376002732723	0.037346719580817	3.61606403492537	CD_vs_UC	UC_vs_non_IBD	C18N_QI2917	QI2917	NA	NA	NA	NA
75	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	C18n_QI11343	C18n QI11343	C18N	C18n QI11343	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	0.00140989774199194	0.3902342940078789	0.00457105114840455	0.3686605846983205	0.00732882661751901	comp1|comp1	0.45405895238230226	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.36829062192538703	0.00310020507313553	3.65582840715884	CD_vs_UC	UC_vs_non_IBD	C18N_QI11343	QI11343	NA	NA	NA	NA
76	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI8231	C18n QI8231	C18N	C18n QI8231	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	5.2562606465987e-4	-0.370987042377716	0.00698391711403952	-0.37537200570576057	0.00689669243479704	comp1|comp2	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3643798462753613	2.9609580665565e-4	4.61431285197966	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI8231	QI8231	NA	NA	NA	NA
77	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI8934	C18n QI8934	C18N	C18n QI8934	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	7.9488822006181e-4	0.3169413069776509	0.02352035688807532	0.32490151358075886	0.01938102880533577	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3639874073069245	0.037346719580817	5.27096691915602	CD_vs_UC	UC_vs_non_IBD	C18N_QI8934	QI8934	NA	NA	NA	NA
78	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	HILn_QI2276	HILn QI2276	NA	HILn QI2276	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	0.00156548814186874	0.3259079564285164	0.02014146615399545	0.33324694173750774	0.01730190845085694	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.36073033932211873	0.037346719580817	5.41714469592573	CD_vs_UC	UC_vs_non_IBD	HILN_QI2276	HILN_QI2276	NA	NA	NA	NA
79	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI8934	C18n QI8934	C18N	C18n QI8934	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	7.9488822006181e-4	-0.3681596939697706	0.00750085070393923	-0.3728695832469417	0.00693151495531549	comp1|metabolite_not_selected	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3607133862299158	2.9609580665565e-4	5.27096691915602	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI8934	QI8934	NA	NA	NA	NA
