taxon	metabolite	spearman_rho	p_value	n_samples	correlation_fdr	abs_rho	correlation_direction	taxon_label	metabolite_label
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C18n_QI2966	0.33658349875005583	4.46957656404247e-4	105	0.015846680545241482	0.33658349875005583	positive	Alistipes	C18n QI2966
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	C18n_QI1872	-0.33621326463364265	4.53905897250605e-4	105	0.01594804503853477	0.33621326463364265	negative	Haemophilus	C18n QI1872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI10930	0.3359838274932614	4.5826147901175535e-4	105	0.015957319358445052	0.3359838274932614	positive	Dorea	C18n QI10930
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI2985	-0.33486924620656977	4.799723505010945e-4	105	0.01640711541975647	0.33486924620656977	negative	Anaerotruncus	C18n QI2985
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	HILn_QI1594	0.33480199046236775	4.813121847157254e-4	105	0.01640711541975647	0.33480199046236775	positive	Dorea	HILn QI1594
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	C8p_QI10300	0.33467758656437896	4.837995572492292e-4	105	0.01640711541975647	0.33467758656437896	positive	Escherichia	C8p QI10300
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI873	0.33377565830396017	5.021892765474351e-4	105	0.016753982668619733	0.33377565830396017	positive	Dorea	C18n QI873
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILp_QI3816	0.33375492432096204	5.02619480058592e-4	105	0.016753982668619733	0.33375492432096204	positive	Faecalibacterium	HILp QI3816
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI2448	0.3309687769805904	5.636064584278037e-4	105	0.018627671083630802	0.3309687769805904	positive	Faecalibacterium	C18n QI2448
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	HILp_QI3766	0.3301679452622848	5.823522401209891e-4	105	0.01904795446961762	0.3301679452622848	positive	Dorea	HILp QI3766
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	C18n_QI2095	0.3298699397713693	5.89472708424987e-4	105	0.01904795446961762	0.3298699397713693	positive	Subdoligranulum	C18n QI2095
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C18n_QI2095	0.32980748805993965	5.909749976471108e-4	105	0.01904795446961762	0.32980748805993965	positive	Alistipes	C18n QI2095
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	C18n_QI7560	0.3294544557633941	5.995334960578457e-4	105	0.01916541503791474	0.3294544557633941	positive	Bacteroides	C18n QI7560
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI382	-0.32901891467845434	6.102488089680422e-4	105	0.01934935247947451	0.32901891467845434	negative	Bilophila	C18n QI382
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	C18n_QI7436	0.3286448333189759	6.195919411896343e-4	105	0.0194168444399668	0.3286448333189759	positive	Blautia	C18n QI7436
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	HILp_QI15737	-0.3284071821581533	6.255954929407038e-4	105	0.0194168444399668	0.3284071821581533	negative	Anaerotruncus	HILp QI15737
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	C18n_QI2042	0.3283395619337016	6.273134357527736e-4	105	0.0194168444399668	0.3283395619337016	positive	Veillonella	C18n QI2042
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI334	-0.32806429624901867	6.343514920413894e-4	105	0.01948008518867259	0.32806429624901867	negative	Anaerotruncus	C18n QI334
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C18n_QI413	0.3276460239473188	6.451846009254341e-4	105	0.019546616446889386	0.3276460239473188	positive	Alistipes	C18n QI413
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI11349	0.3274310595065312	6.508178160158206e-4	105	0.019546616446889386	0.3274310595065312	positive	Dorea	C18n QI11349
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	C18n_QI2966	-0.32740309716989846	6.515538815629795e-4	105	0.019546616446889386	0.32740309716989846	negative	Haemophilus	C18n QI2966
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI2320	-0.3268088172968348	6.673788808032328e-4	105	0.0197305489591019	0.3268088172968348	negative	Dorea	C18n QI2320
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	C8p_QI6409	0.32679306132074293	6.678031955388335e-4	105	0.0197305489591019	0.32679306132074293	positive	Clostridium	C8p QI6409
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI11349	-0.32649803027161517	6.757942773202804e-4	105	0.019816523921421757	0.32649803027161517	negative	Bilophila	C18n QI11349
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILn_QI2276	0.3259079564285164	6.920401191372796e-4	105	0.02014146615399545	0.3259079564285164	positive	Faecalibacterium	HILn QI2276
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	C18n_QI2320	-0.3254947195170195	7.036293885755191e-4	105	0.020327071225514998	0.3254947195170195	negative	Bacteroides	C18n QI2320
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI1309	0.3247831349356101	7.240030729881215e-4	105	0.02063612962628206	0.3247831349356101	positive	Faecalibacterium	C18n QI1309
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI2985	0.3247518803037032	7.249101945642673e-4	105	0.02063612962628206	0.3247518803037032	positive	Dorea	C18n QI2985
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	C18n_QI2448	0.32404875634990776	7.455943223651167e-4	105	0.021071143892927212	0.32404875634990776	positive	Bifidobacterium	C18n QI2448
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI7515	-0.3234146885110606	7.647086101700245e-4	105	0.021455853091101408	0.3234146885110606	negative	Anaerotruncus	C18n QI7515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI2917	-0.32264061113468434	7.886508256929033e-4	105	0.021600476822823775	0.32264061113468434	negative	Faecalibacterium	C18n QI2917
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI4641	0.32258609047356834	7.903627212856103e-4	105	0.021600476822823775	0.32258609047356834	positive	Anaerotruncus	C18n QI4641
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILn_QI1594	0.32255857350196965	7.91228017070733e-4	105	0.021600476822823775	0.32255857350196965	positive	Faecalibacterium	HILn QI1594
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI7515	0.32253349194979763	7.920174835035384e-4	105	0.021600476822823775	0.32253349194979763	positive	Dorea	C18n QI7515
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI11349	-0.32213352685050795	8.047044950071099e-4	105	0.021794080073109224	0.32213352685050795	negative	Odoribacter	C18n QI11349
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C8p_QI2513	-0.32176676939940274	8.16501177866155e-4	105	0.021894784598935346	0.32176676939940274	negative	Barnesiella	C8p QI2513
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI7605	0.32166966409307196	8.196509106268104e-4	105	0.021894784598935346	0.32166966409307196	positive	Faecalibacterium	C18n QI7605
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILp_QI9931	-0.3213697781841523	8.294483333357272e-4	105	0.022005772108907046	0.3213697781841523	negative	Faecalibacterium	HILp QI9931
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI1030	-0.32098698017671673	8.421100364224759e-4	105	0.02218844297771234	0.32098698017671673	negative	Anaerotruncus	C18n QI1030
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C18n_QI13348	-0.320751007524969	8.500029855929889e-4	105	0.02218844297771234	0.320751007524969	negative	Propionibacterium	C18n QI13348
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI3745	-0.32055419846401684	8.56637606395071e-4	105	0.02218844297771234	0.32055419846401684	negative	Faecalibacterium	C18n QI3745
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI3702	0.320481773778546	8.590909973421957e-4	105	0.02218844297771234	0.320481773778546	positive	Odoribacter	C18n QI3702
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI744	-0.3201953208824836	8.688576467047108e-4	105	0.022217373435751992	0.3201953208824836	negative	Anaerotruncus	C18n QI744
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C8p_QI5114	-0.32011528215780105	8.71604650171809e-4	105	0.022217373435751992	0.32011528215780105	negative	Barnesiella	C8p QI5114
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	HILp_QI12296	-0.31994692086703164	8.774088806721995e-4	105	0.02222009503001025	0.31994692086703164	negative	Odoribacter	HILp QI12296
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	HILn_QI31979	-0.3197409837416605	8.845565298000877e-4	105	0.022232397994392215	0.3197409837416605	negative	Dorea	HILn QI31979
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI2823	0.31960526946893525	8.892959197756887e-4	105	0.022232397994392215	0.31960526946893525	positive	Odoribacter	C18n QI2823
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	C18n_QI4874	0.31900571663521765	9.10512196343604e-4	105	0.022617818890064048	0.31900571663521765	positive	Blautia	C18n QI4874
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	C18n_QI2966	-0.318170652496883	9.408329686054639e-4	105	0.023223092263046263	0.318170652496883	negative	Veillonella	C18n QI2966
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI11958	0.3174391852665746	9.68146365346896e-4	105	0.023520356888075328	0.3174391852665746	positive	Dorea	C18n QI11958
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI873	0.3171988388969521	9.772777390301634e-4	105	0.023520356888075328	0.3171988388969521	positive	Faecalibacterium	C18n QI873
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C8p_QI6409	0.3171534570879979	9.790107038273677e-4	105	0.023520356888075328	0.3171534570879979	positive	Coprobacillus	C8p QI6409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	C18n_QI8934	-0.31703461038478153	9.835623167567624e-4	105	0.023520356888075328	0.31703461038478153	negative	Subdoligranulum	C18n QI8934
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI8934	0.3169413069776509	9.871491861448613e-4	105	0.023520356888075328	0.3169413069776509	positive	Faecalibacterium	C18n QI8934
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	HILn_QI25565	0.3168916980354165	9.890611614472701e-4	105	0.023520356888075328	0.3168916980354165	positive	Subdoligranulum	HILn QI25565
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI2985	0.316502335798289	0.0010041852600063599	105	0.023735287963786687	0.316502335798289	positive	Coprobacillus	C18n QI2985
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C8p_QI8001	-0.3162182790996678	0.0010153516992800864	105	0.023854648356580344	0.3162182790996678	negative	Anaerotruncus	C8p QI8001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI762	-0.3160270404498398	0.0010229330624145043	105	0.023888855948602197	0.3160270404498398	negative	Faecalibacterium	C18n QI762
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI1750	0.3157578270785818	0.0010336931112005182	105	0.023996447224297744	0.3157578270785818	positive	Dorea	C18n QI1750
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI663	-0.3155193862741032	0.0010433092983798123	105	0.024076368424149515	0.3155193862741032	negative	Anaerotruncus	C18n QI663
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	HILn_QI25565	-0.31533853652877625	0.001050657180251609	105	0.024103311782242794	0.31533853652877625	negative	Dorea	HILn QI25565
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	C8p_QI2513	0.314599905289526	0.001081159978660548	105	0.024658034601030044	0.314599905289526	positive	Escherichia	C8p QI2513
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI1515	-0.31420313465935595	0.0010978763160717517	105	0.024893707166743207	0.31420313465935595	negative	Anaerotruncus	C18n QI1515
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI3804	0.31398272474107386	0.0011072638229800476	105	0.02496143878394327	0.31398272474107386	positive	Coprobacillus	C18n QI3804
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	C18n_QI1872	0.3132245476062604	0.0011401166041873788	105	0.025226043540983525	0.3132245476062604	positive	Akkermansia	C18n QI1872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI3278	0.31317524451048395	0.0011422834050825623	105	0.025226043540983525	0.31317524451048395	positive	Anaerotruncus	C18n QI3278
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI8815	0.3129128989044796	0.001153876323279721	105	0.025226043540983525	0.3129128989044796	positive	Dorea	C18n QI8815
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C18n_QI8008	-0.3129019430282695	0.0011543627802491484	105	0.025226043540983525	0.3129019430282695	negative	Barnesiella	C18n QI8008
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	C18n_QI8934	0.3128204064960463	0.0011579889927612777	105	0.025226043540983525	0.3128204064960463	positive	Streptococcus	C18n QI8934
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI1309	0.3128040452116177	0.0011587178841797215	105	0.025226043540983525	0.3128040452116177	positive	Coprobacillus	C18n QI1309
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILn_QI31979	-0.31267952503568613	0.001164278932660778	105	0.025226043540983525	0.31267952503568613	negative	Faecalibacterium	HILn QI31979
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI1549	0.311766535351441	0.0012058009744397595	105	0.025976686656279255	0.311766535351441	positive	Dorea	C18n QI1549
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILp_QI6434	0.31148433258265423	0.0012189053698539766	105	0.025976686656279255	0.31148433258265423	positive	Faecalibacterium	HILp QI6434
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI1015	0.31145134232210553	0.0012204457399815833	105	0.025976686656279255	0.31145134232210553	positive	Faecalibacterium	C18n QI1015
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI2596	-0.3113067472936606	0.0012272180414695441	105	0.025976686656279255	0.3113067472936606	negative	Faecalibacterium	C18n QI2596
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	C18n_QI413	-0.3110826508034193	0.0012377814899331488	105	0.025976686656279255	0.3110826508034193	negative	Veillonella	C18n QI413
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	HILp_QI6434	-0.31105927491462665	0.0012388881328379336	105	0.025976686656279255	0.31105927491462665	negative	Bilophila	HILp QI6434
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI2966	-0.3106452212696112	0.0012586397158424834	105	0.026249705303666764	0.3106452212696112	negative	Dorea	C18n QI2966
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI2985	0.31046304661319335	0.0012674203842399244	105	0.02629223137518992	0.31046304661319335	positive	Faecalibacterium	C18n QI2985
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI1872	0.3099411944556464	0.0012928825322763655	105	0.02667852844379802	0.3099411944556464	positive	Odoribacter	C18n QI1872
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C18n_QI762	0.30976450935102134	0.0013016081785771235	105	0.026712718739987405	0.30976450935102134	positive	Alistipes	C18n QI762
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI744	0.3095532455421608	0.0013121117812396063	105	0.026712718739987405	0.3095532455421608	positive	Dorea	C18n QI744
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	C8p_QI8001	-0.3094034113047833	0.0013196078801811448	105	0.026712718739987405	0.3094034113047833	negative	Akkermansia	C8p QI8001
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI7515	0.30935701160432433	0.0013219371068762997	105	0.026712718739987405	0.30935701160432433	positive	Coprobacillus	C18n QI7515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILp_QI4213	0.3089291823635052	0.0013435905630493185	105	0.027010325752022384	0.3089291823635052	positive	Faecalibacterium	HILp QI4213
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	HILp_QI15737	-0.30845757739360513	0.001367832792822105	105	0.027023974159506706	0.30845757739360513	negative	Barnesiella	HILp QI15737
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI382	-0.3082226219335516	0.0013800581146569454	105	0.027023974159506706	0.3082226219335516	negative	Anaerotruncus	C18n QI382
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI8934	-0.3081915207978414	0.0013816838044829185	105	0.027023974159506706	0.3081915207978414	negative	Odoribacter	C18n QI8934
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI1728	0.3081822754986722	0.001382167401629488	105	0.027023974159506706	0.3081822754986722	positive	Odoribacter	C18n QI1728
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	C18n_QI2228	0.30812499351576417	0.0013851671007011632	105	0.027023974159506706	0.30812499351576417	positive	Akkermansia	C18n QI2228
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI3804	0.30811095419988876	0.0013859032028508945	105	0.027023974159506706	0.30811095419988876	positive	Dorea	C18n QI3804
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI736	0.30785817955629274	0.0013992175072735872	105	0.027023974159506706	0.30785817955629274	positive	Dorea	C18n QI736
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI4641	0.3078489985072068	0.001399703276979578	105	0.027023974159506706	0.3078489985072068	positive	Odoribacter	C18n QI4641
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI11341	-0.307433132904831	0.0014218680531656758	105	0.027316676883478504	0.307433132904831	negative	Anaerotruncus	C18n QI11341
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI11343	0.30717395811735426	0.0014358423023368165	105	0.027449926368203845	0.30717395811735426	positive	Faecalibacterium	C18n QI11343
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI1784	0.30703918722786644	0.0014431581009629866	105	0.027455202896369012	0.30703918722786644	positive	Coprobacillus	C18n QI1784
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI2402	-0.30668065086240176	0.0014627857275224558	105	0.027693516200667852	0.30668065086240176	negative	Anaerotruncus	C18n QI2402
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	C18n_QI3682	0.30642681367710817	0.0014768279408402753	105	0.027752981122861453	0.30642681367710817	positive	Subdoligranulum	C18n QI3682
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI8934	0.3063669208361749	0.0014801589932192775	105	0.027752981122861453	0.3063669208361749	positive	Dorea	C18n QI8934
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI1872	-0.30606515934653494	0.00149704601611397	105	0.027800271285453895	0.30606515934653494	negative	Coprobacillus	C18n QI1872
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI2917	0.3060410990384236	0.0014983999660184099	105	0.027800271285453895	0.3060410990384236	positive	Odoribacter	C18n QI2917
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI2966	-0.30571153606666945	0.0015170577414498807	105	0.027800271285453895	0.30571153606666945	negative	Faecalibacterium	C18n QI2966
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI7436	0.3056895886724812	0.001518307721222684	105	0.027800271285453895	0.3056895886724812	positive	Dorea	C18n QI7436
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	C8p_QI2513	0.3056893291297445	0.0015183225086670975	105	0.027800271285453895	0.3056893291297445	positive	Clostridium	C8p QI2513
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI709	0.30502799087704746	0.0015564295805657765	105	0.028239009563445376	0.30502799087704746	positive	Dorea	C18n QI709
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILn_QI25565	-0.30502221963182785	0.001556765911830963	105	0.028239009563445376	0.30502221963182785	negative	Faecalibacterium	HILn QI25565
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI742	0.3048859682006957	0.0015647254257319344	105	0.028251986853493262	0.3048859682006957	positive	Dorea	C18n QI742
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C18n_QI8934	-0.3037129572555692	0.0016347925676260333	105	0.029381064579454056	0.3037129572555692	negative	Barnesiella	C18n QI8934
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI382	0.303500432828216	0.0016477874787217662	105	0.029385558073123257	0.303500432828216	positive	Dorea	C18n QI382
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI1054	0.3034625751606883	0.0016501121071830754	105	0.029385558073123257	0.3034625751606883	positive	Dorea	C18n QI1054
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C8p_QI6409	0.3030922083050156	0.0016730115972718254	105	0.029583824139852524	0.3030922083050156	positive	Propionibacterium	C8p QI6409
