taxon	metabolite	spearman_rho	p_value	n_samples	adjusted_correlation_fdr	abs_adjusted_rho	adjusted_direction	covariates_used	taxon_label	metabolite_label
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	C18n_QI4641	-0.19112235281134027	0.050817085584347485	105	0.20698000350016502	0.19112235281134027	negative	sex_model;antibiotic_model	Streptococcus	C18n QI4641
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	C18n_QI7436	0.19110152856055515	0.05084278034696361	105	0.20698000350016502	0.19110152856055515	positive	sex_model;antibiotic_model	Eggerthella	C18n QI7436
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI2086	-0.19088272569711034	0.051113407007958994	105	0.20786474174248182	0.19088272569711034	negative	sex_model;antibiotic_model	Bilophila	C18n QI2086
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	HILp_QI3060	0.1907422765913332	0.051287747164307965	105	0.20813966070842982	0.1907422765913332	positive	sex_model;antibiotic_model	Veillonella	HILp QI3060
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	HILp_QI1233	0.1907422765913332	0.051287747164307965	105	0.20813966070842982	0.1907422765913332	positive	sex_model;antibiotic_model	Holdemania	HILp QI1233
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	C8p_QI2513	0.19047990503997142	0.051614744269319245	105	0.20924896325399694	0.19047990503997142	positive	sex_model;antibiotic_model	Dialister	C8p QI2513
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	C18n_QI7436	0.19019944598087643	0.05196618308079618	105	0.21045494705618392	0.19019944598087643	positive	sex_model;antibiotic_model	Lactobacillus	C18n QI7436
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C8p_QI8001	-0.19013582956967415	0.05204617362359159	105	0.21056024598755932	0.19013582956967415	negative	sex_model;antibiotic_model	Bilophila	C8p QI8001
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	C8p_QI6409	0.19002298228351955	0.05218831615616123	105	0.2108441319758716	0.19002298228351955	positive	sex_model;antibiotic_model	Acidaminococcus	C8p QI6409
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	HILn_QI2276	-0.18996475222890313	0.052261787810762975	105	0.2108441319758716	0.18996475222890313	negative	sex_model;antibiotic_model	Escherichia	HILn QI2276
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C18n_QI2402	-0.18995149087237784	0.05227853221042765	105	0.2108441319758716	0.18995149087237784	negative	sex_model;antibiotic_model	Barnesiella	C18n QI2402
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	C18n_QI13348	0.18968434969938439	0.052616779456549016	105	0.211963107745724	0.18968434969938439	positive	sex_model;antibiotic_model	Subdoligranulum	C18n QI13348
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	C18n_QI2320	0.18962689913326986	0.05268975688648004	105	0.211963107745724	0.18962689913326986	positive	sex_model;antibiotic_model	Subdoligranulum	C18n QI2320
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	HILp_QI6434	-0.18960387315836594	0.05271902936239802	105	0.211963107745724	0.18960387315836594	negative	sex_model;antibiotic_model	Alistipes	HILp QI6434
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	C18n_QI11349	0.189477503628447	0.0528799190440568	105	0.21239102396686046	0.189477503628447	positive	sex_model;antibiotic_model	Bifidobacterium	C18n QI11349
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	HILp_QI3032	-0.1892306575952569	0.05319536184210423	105	0.21343818023066513	0.1892306575952569	negative	sex_model;antibiotic_model	Desulfovibrio	HILp QI3032
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	C18n_QI873	0.1890731909599834	0.053397395318201785	105	0.21395885803435943	0.1890731909599834	positive	sex_model;antibiotic_model	Veillonella	C18n QI873
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	HILp_QI6434	0.18904404981370238	0.053434853262940014	105	0.21395885803435943	0.18904404981370238	positive	sex_model;antibiotic_model	Eubacterium	HILp QI6434
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	C8p_QI6409	0.18894277511448504	0.0535651996571318	105	0.2142607986285272	0.18894277511448504	positive	sex_model;antibiotic_model	Bifidobacterium	C8p QI6409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	C8p_QI8001	0.18880526337947579	0.05374260387612397	105	0.2144512160865802	0.18880526337947579	positive	sex_model;antibiotic_model	Coprococcus	C8p QI8001
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	C18n_QI2042	0.18877948544988377	0.05377591378061852	105	0.2144512160865802	0.18877948544988377	positive	sex_model;antibiotic_model	Holdemania	C18n QI2042
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	C8p_QI8001	0.18870131289586656	0.05387703119113501	105	0.2144512160865802	0.18870131289586656	positive	sex_model;antibiotic_model	Anaerostipes	C8p QI8001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	C18n_QI1309	-0.18867924528301885	0.05390560427849608	105	0.2144512160865802	0.18867924528301885	negative	sex_model;antibiotic_model	Subdoligranulum	C18n QI1309
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	C18n_QI8008	0.18862414849456308	0.05397699786430887	105	0.2144512160865802	0.18862414849456308	positive	sex_model;antibiotic_model	Bifidobacterium	C18n QI8008
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	C18n_QI3682	-0.1885820073802948	0.054031656152758054	105	0.2144512160865802	0.1885820073802948	negative	sex_model;antibiotic_model	Klebsiella	C18n QI3682
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI10930	0.18855484138503004	0.05406691538541411	105	0.2144512160865802	0.18855484138503004	positive	sex_model;antibiotic_model	Coprobacillus	C18n QI10930
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILp_QI3818	0.18853410740203191	0.054093839123683034	105	0.2144512160865802	0.18853410740203191	positive	sex_model;antibiotic_model	Faecalibacterium	HILp QI3818
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C18n_QI846	-0.18852344303043023	0.05410769144338331	105	0.2144512160865802	0.18852344303043023	negative	sex_model;antibiotic_model	Barnesiella	C18n QI846
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	C18n_QI382	0.18841068013253393	0.05425434161932451	105	0.21481414448260466	0.18841068013253393	positive	sex_model;antibiotic_model	Eggerthella	C18n QI382
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	C18n_QI1872	-0.18809751534309624	0.054663332841705194	105	0.2162139939986311	0.18809751534309624	negative	sex_model;antibiotic_model	Acidaminococcus	C18n QI1872
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	C18n_QI7436	0.1877627861392156	0.05510328500493507	105	0.2177333450043027	0.1877627861392156	positive	sex_model;antibiotic_model	Klebsiella	C18n QI7436
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	HILp_QI3032	-0.18742678237356322	0.055547833351959945	105	0.21888161405845846	0.18742678237356322	negative	sex_model;antibiotic_model	Clostridium	HILp QI3032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	C18n_QI846	-0.18741932981957804	0.05555772670108649	105	0.21888161405845846	0.18741932981957804	negative	sex_model;antibiotic_model	Subdoligranulum	C18n QI846
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	HILn_QI26736	0.18741591840388294	0.05556225587637792	105	0.21888161405845846	0.18741591840388294	positive	sex_model;antibiotic_model	Alistipes	HILn QI26736
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	HILp_QI9275	-0.18719222045816333	0.055859911376781854	105	0.2198321436624109	0.18719222045816333	negative	sex_model;antibiotic_model	Alistipes	HILp QI9275
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	C18n_QI1326	0.18708272859216254	0.05600607907029539	105	0.2201851898932984	0.18708272859216254	positive	sex_model;antibiotic_model	Bacteroides	C18n QI1326
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C18n_QI1109	0.18697367300691717	0.056151976180292905	105	0.22053646233951896	0.18697367300691717	positive	sex_model;antibiotic_model	Barnesiella	C18n QI1109
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	HILp_QI15738	0.1868734948141916	0.056286271554607845	105	0.22084150811164044	0.1868734948141916	positive	sex_model;antibiotic_model	Veillonella	HILp QI15738
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	HILp_QI1233	-0.18662658096620358	0.056618400919220574	105	0.22192137043714597	0.18662658096620358	negative	sex_model;antibiotic_model	Odoribacter	HILp QI1233
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	HILp_QI376	-0.18650217706821479	0.0567863472596397	105	0.22196209895576732	0.18650217706821479	negative	sex_model;antibiotic_model	Prevotella	HILp QI376
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	HILp_QI3766	-0.1864918100767157	0.05680036120571851	105	0.22196209895576732	0.1864918100767157	negative	sex_model;antibiotic_model	Anaerotruncus	HILp QI3766
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	C18n_QI873	0.18648144308521664	0.05681437798717926	105	0.22196209895576732	0.18648144308521664	positive	sex_model;antibiotic_model	Eggerthella	C18n QI873
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	C18n_QI743	0.18645034211071945	0.0568564453479004	105	0.22196209895576732	0.18645034211071945	positive	sex_model;antibiotic_model	Bifidobacterium	C18n QI743
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	C18n_QI382	0.1863891063113694	0.056939347888361996	105	0.22206345676461178	0.1863891063113694	positive	sex_model;antibiotic_model	Bacteroides	C18n QI382
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	HILp_QI2044	0.18620153431474182	0.05719390433995568	105	0.22283339353229484	0.18620153431474182	positive	sex_model;antibiotic_model	Holdemania	HILp QI2044
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	HILn_QI25565	-0.1860266212507932	0.057432120831603116	105	0.2234323686318714	0.1860266212507932	negative	sex_model;antibiotic_model	Klebsiella	HILn QI25565
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	C18n_QI8815	0.18600456147625957	0.05746222198404283	105	0.2234323686318714	0.18600456147625957	positive	sex_model;antibiotic_model	Klebsiella	C18n QI8815
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	C18n_QI745	0.18585664858299855	0.057664387137411746	105	0.22382649926196693	0.18585664858299855	positive	sex_model;antibiotic_model	Klebsiella	C18n QI745
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	HILp_QI1232	0.1858464359283002	0.05767836711750686	105	0.22382649926196693	0.1858464359283002	positive	sex_model;antibiotic_model	Parasutterella	HILp QI1232
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI1028	-0.18574878048686919	0.0578121867199237	105	0.2240223016514344	0.18574878048686919	negative	sex_model;antibiotic_model	Odoribacter	C18n QI1028
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	HILn_QI26736	-0.18572580528079397	0.05784370711871653	105	0.2240223016514344	0.18572580528079397	negative	sex_model;antibiotic_model	Propionibacterium	HILn QI26736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI2095	-0.1856361101347646	0.05796689743145605	105	0.22427668649075258	0.1856361101347646	negative	sex_model;antibiotic_model	Dorea	C18n QI2095
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	C18n_QI1728	-0.18545807163257874	0.05821205790896035	105	0.2249222299600005	0.18545807163257874	negative	sex_model;antibiotic_model	Veillonella	C18n QI1728
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	C18n_QI2823	-0.1854312316368876	0.05824909032297449	105	0.2249222299600005	0.1854312316368876	negative	sex_model;antibiotic_model	Dialister	C18n QI2823
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	HILp_QI9275	0.1852846346936362	0.05845169754796335	105	0.22519128027849772	0.1852846346936362	positive	sex_model;antibiotic_model	Streptococcus	HILp QI9275
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	C18n_QI13348	0.1852612541291869	0.05848406438905824	105	0.22519128027849772	0.1852612541291869	positive	sex_model;antibiotic_model	Akkermansia	C18n QI13348
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C8p_QI6409	-0.18525552948941537	0.05849199151849184	105	0.22519128027849772	0.18525552948941537	negative	sex_model;antibiotic_model	Anaerotruncus	C8p QI6409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	C8p_QI21618	-0.18503580086961216	0.058796923461530856	105	0.22614201331358022	0.18503580086961216	negative	sex_model;antibiotic_model	Coprococcus	C8p QI21618
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	C18n_QI8815	0.1849263943603566	0.058949238416288074	105	0.22641240753731381	0.1849263943603566	positive	sex_model;antibiotic_model	Streptococcus	C18n QI8815
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	HILp_QI3060	0.18487455940286127	0.05902151527340178	105	0.22641240753731381	0.18487455940286127	positive	sex_model;antibiotic_model	Bifidobacterium	HILp QI3060
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI1015	0.18486031536768385	0.05904138935011491	105	0.22641240753731381	0.18486031536768385	positive	sex_model;antibiotic_model	Dorea	C18n QI1015
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI11350	-0.1845739166493883	0.05944215170262963	105	0.22772533559946517	0.1845739166493883	negative	sex_model;antibiotic_model	Bilophila	C18n QI11350
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	C18n_QI11343	0.18445987974289857	0.059602343222705516	105	0.22808865237800988	0.18445987974289857	positive	sex_model;antibiotic_model	Holdemania	C18n QI11343
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI846	-0.1844231916229934	0.05965395523732566	105	0.22808865237800988	0.1844231916229934	negative	sex_model;antibiotic_model	Odoribacter	C18n QI846
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	HILp_QI15738	-0.1843331143880866	0.05978082881262146	105	0.22834988478866178	0.1843331143880866	negative	sex_model;antibiotic_model	Desulfovibrio	HILp QI15738
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	C8p_QI21618	0.18421666841220277	0.05994516942576108	105	0.22875358195740528	0.18421666841220277	positive	sex_model;antibiotic_model	Paraprevotella	C8p QI21618
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	HILn_QI26736	-0.18412901128720074	0.06006912362281852	105	0.22900252407526123	0.18412901128720074	negative	sex_model;antibiotic_model	Veillonella	HILn QI26736
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C18n_QI3804	-0.18400736692503164	0.060241485363752026	105	0.22943534464710244	0.18400736692503164	negative	sex_model;antibiotic_model	Barnesiella	C18n QI3804
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	C18n_QI7436	0.18395744928011118	0.060312332062000554	105	0.22948106833346552	0.18395744928011118	positive	sex_model;antibiotic_model	Escherichia	C18n QI7436
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C18n_QI2448	-0.18385859423595272	0.06045283506391486	105	0.2297361026162826	0.18385859423595272	negative	sex_model;antibiotic_model	Barnesiella	C18n QI2448
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C18n_QI2228	-0.18382342293793225	0.060502888572850536	105	0.2297361026162826	0.18382342293793225	negative	sex_model;antibiotic_model	Propionibacterium	C18n QI2228
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	HILp_QI1233	0.18375492432096205	0.06060046850275655	105	0.2297361026162826	0.18375492432096205	positive	sex_model;antibiotic_model	Haemophilus	HILp QI1233
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI1015	-0.18373536266472562	0.06062835870222869	105	0.2297361026162826	0.18373536266472562	negative	sex_model;antibiotic_model	Odoribacter	C18n QI1015
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI7515	-0.1836719883889695	0.06071878710955799	105	0.2297361026162826	0.1836719883889695	negative	sex_model;antibiotic_model	Bilophila	C18n QI7515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	C18n_QI1750	0.1836305204229732	0.0607780171034099	105	0.2297361026162826	0.1836305204229732	positive	sex_model;antibiotic_model	Oscillibacter	C18n QI1750
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	HILn_QI26736	-0.18362094047105743	0.06079170715384709	105	0.2297361026162826	0.18362094047105743	negative	sex_model;antibiotic_model	Anaerostipes	HILn QI26736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	HILn_QI1891	-0.18337416479150245	0.06114522585580846	105	0.23084838416036108	0.18337416479150245	negative	sex_model;antibiotic_model	Subdoligranulum	HILn QI1891
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	C18n_QI7605	0.18324322374993873	0.06133348575731372	105	0.23115771784651135	0.18324322374993873	positive	sex_model;antibiotic_model	Dialister	C18n QI7605
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	C18n_QI2917	-0.18320915098031576	0.0613825511982556	105	0.23115771784651135	0.18320915098031576	negative	sex_model;antibiotic_model	Veillonella	C18n QI2917
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI2042	0.18319358771293326	0.06140497325358609	105	0.23115771784651135	0.18319358771293326	positive	sex_model;antibiotic_model	Coprobacillus	C18n QI2042
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	C18n_QI3745	-0.1827715443406908	0.06201556471143875	105	0.23323114983086896	0.1827715443406908	negative	sex_model;antibiotic_model	Haemophilus	C18n QI3745
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	C18n_QI743	0.1826352892390628	0.062213745677526446	105	0.23375106757452133	0.1826352892390628	positive	sex_model;antibiotic_model	Holdemania	C18n QI743
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	C18n_QI8138	-0.18254198631557123	0.06234975092561446	105	0.23392715372587178	0.18254198631557123	negative	sex_model;antibiotic_model	Ruminococcus	C18n QI8138
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	C18n_QI7560	-0.1824905423461523	0.06242484304520835	105	0.23392715372587178	0.1824905423461523	negative	sex_model;antibiotic_model	Prevotella	C18n QI7560
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	C18n_QI851	-0.1824797843665768	0.06244055564836731	105	0.23392715372587178	0.1824797843665768	negative	sex_model;antibiotic_model	Subdoligranulum	C18n QI851
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C18n_QI7436	0.1824332407834127	0.06250857217735326	105	0.23395722791907647	0.1824332407834127	positive	sex_model;antibiotic_model	Propionibacterium	C18n QI7436
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	C18n_QI3804	0.182324657727072	0.06266748492767658	105	0.23410474358300637	0.182324657727072	positive	sex_model;antibiotic_model	Paraprevotella	C18n QI3804
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C18n_QI1784	-0.18232427949409077	0.06266803905145094	105	0.23410474358300637	0.18232427949409077	negative	sex_model;antibiotic_model	Alistipes	C18n QI1784
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	HILp_QI15738	0.18220748994991717	0.06283933060998571	105	0.23439423979688026	0.18220748994991717	positive	sex_model;antibiotic_model	Dialister	HILp QI15738
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	C18n_QI851	0.18218950860460292	0.06286573713526583	105	0.23439423979688026	0.18218950860460292	positive	sex_model;antibiotic_model	Haemophilus	C18n QI851
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	C18n_QI1549	0.18208583868961226	0.06301815805600042	105	0.23473812456389842	0.18208583868961226	positive	sex_model;antibiotic_model	Bacteroides	C18n QI1549
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C18n_QI8934	0.18191996682562717	0.06326265749139755	105	0.23542401165691834	0.18191996682562717	positive	sex_model;antibiotic_model	Propionibacterium	C18n QI8934
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	HILp_QI9931	0.18185217559997985	0.06336280562174842	105	0.23557191794548984	0.18185217559997985	positive	sex_model;antibiotic_model	Barnesiella	HILp QI9931
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	HILp_QI2095	-0.18168152602114865	0.06361547816690138	105	0.23628606176277658	0.18168152602114865	negative	sex_model;antibiotic_model	Odoribacter	HILp QI2095
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C18n_QI13348	0.18160648971437585	0.06372684008475549	105	0.2364744779548491	0.18160648971437585	positive	sex_model;antibiotic_model	Barnesiella	C18n QI13348
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	C18n_QI11350	-0.18129794733568316	0.06418641871048669	105	0.23795345339438984	0.18129794733568316	negative	sex_model;antibiotic_model	Akkermansia	C18n QI11350
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	HILn_QI25565	0.18105982815254454	0.06454294121862358	105	0.2387691216681286	0.18105982815254454	positive	sex_model;antibiotic_model	Barnesiella	HILn QI25565
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI3702	-0.18105949941837032	0.06454343452471616	105	0.2387691216681286	0.18105949941837032	negative	sex_model;antibiotic_model	Dorea	C18n QI3702
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	C8p_QI10300	0.18102840555670743	0.06459010855381428	105	0.2387691216681286	0.18102840555670743	positive	sex_model;antibiotic_model	Porphyromonas	C8p QI10300
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	HILp_QI15737	0.18084413736767205	0.0648672713701983	105	0.23956662721948238	0.18084413736767205	positive	sex_model;antibiotic_model	Parasutterella	HILp QI15737
